lemme,cgram,genre,nombre,freqfilms2,freqlivres,overall_freq
intention,NOM,f,s,40.0,53.99,93.99
objet,NOM,m,s,26.88,67.09,93.97
fauteuil,NOM,m,s,17.16,76.69,93.85
rencontre,NOM,f,s,30.61,63.24,93.85
troupe,NOM,f,p,20.64,73.11,93.75
bain,NOM,m,s,50.52,43.11,93.63
arrêt,NOM,m,s,46.8,46.82,93.62
solution,NOM,f,s,56.46,36.89,93.35
succès,NOM,m,,39.58,53.72,93.3
discours,NOM,m,,42.75,50.54,93.29
mieux,NOM,m,,54.12,38.99,93.11
lampe,NOM,f,s,22.22,70.88,93.1
toile,NOM,f,s,11.75,81.35,93.1
connerie,NOM,f,p,75.75,17.23,92.98
respect,NOM,m,s,50.47,42.43,92.9
violence,NOM,f,s,39.66,53.11,92.77
univers,NOM,m,,34.21,58.45,92.66
bataille,NOM,f,s,28.31,64.19,92.5
vitesse,NOM,f,s,37.89,54.59,92.48
type,NOM,m,p,54.23,38.24,92.47
vide,NOM,m,s,16.7,75.74,92.44
connaissance,NOM,f,s,36.6,55.81,92.41
dossier,NOM,m,s,57.2,35.14,92.34
anniversaire,NOM,m,s,80.24,12.09,92.33
allemand,NOM,m,p,30.66,61.42,92.08
premier,NOM,f,s,37.98,54.05,92.03
patte,NOM,f,p,28.16,63.85,92.01
oiseau,NOM,m,s,43.78,47.97,91.75
veste,NOM,f,s,36.0,55.68,91.68
course,NOM,f,s,40.45,51.22,91.67
champ,NOM,m,s,38.09,53.52,91.61
salaud,NOM,m,s,66.74,24.86,91.6
opération,NOM,f,s,50.01,41.42,91.43
ensemble,NOM,m,s,29.75,61.42,91.17
chanson,NOM,f,s,64.5,26.15,90.65
camarade,NOM,,p,30.5,60.14,90.64
os,NOM,m,,40.77,49.73,90.5
queue,NOM,f,s,38.93,51.49,90.42
cri,NOM,m,s,18.79,71.55,90.34
cuir,NOM,m,s,14.11,76.08,90.19
visage,NOM,m,p,15.71,74.46,90.17
différence,NOM,f,s,51.47,38.65,90.12
e,NOM,m,,60.91,28.99,89.9
sentiment,NOM,m,p,38.86,50.88,89.74
point,NOM,m,p,38.62,51.01,89.63
pantalon,NOM,m,s,31.49,57.91,89.4
détail,NOM,m,p,35.96,53.18,89.14
son,NOM,m,s,39.69,49.32,89.01
printemps,NOM,m,,27.85,60.88,88.73
laisse,NOM,f,s,69.88,18.85,88.73
client,NOM,m,p,47.03,41.62,88.65
recherche,NOM,f,s,48.7,39.93,88.63
victoire,NOM,f,s,31.31,57.23,88.54
moyen,NOM,m,p,30.2,58.31,88.51
couple,NOM,,s,41.13,47.23,88.36
palais,NOM,m,,29.55,58.72,88.27
pote,NOM,m,s,65.03,22.97,88.0
liste,NOM,f,s,69.07,18.92,87.99
directeur,NOM,m,s,57.65,30.0,87.65
naissance,NOM,f,s,37.9,49.53,87.43
blanc,NOM,m,s,27.56,59.73,87.29
expression,NOM,f,s,17.7,69.26,86.96
cerveau,NOM,m,,57.67,28.92,86.59
montagne,NOM,f,s,36.76,49.8,86.56
solitude,NOM,f,s,19.48,66.96,86.44
reine,NOM,f,s,56.26,30.0,86.26
dernier,NOM,m,s,38.54,47.7,86.24
juge,NOM,m,s,56.4,29.8,86.2
camarade,NOM,,s,47.32,38.85,86.17
chéri,NOM,,s,69.08,17.03,86.11
repos,NOM,m,,42.29,43.58,85.87
aube,NOM,f,s,30.04,55.81,85.85
presse,NOM,f,s,45.1,40.68,85.78
ben,NOM,m,,61.43,24.19,85.62
montre,NOM,f,s,43.91,41.62,85.53
titre,NOM,m,s,32.4,53.04,85.44
peinture,NOM,f,s,25.83,59.39,85.22
viande,NOM,f,s,43.78,41.35,85.13
mine,NOM,f,s,36.84,48.18,85.02
étoile,NOM,f,p,32.98,52.03,85.01
tête,NOM,f,p,22.74,61.96,84.7
m,NOM,m,p,69.91,14.73,84.64
public,NOM,m,s,46.72,37.91,84.63
hauteur,NOM,f,s,18.19,66.15,84.34
pensée,NOM,f,p,31.61,52.64,84.25
animal,NOM,m,s,36.89,47.23,84.12
attente,NOM,f,s,22.77,61.35,84.12
projet,NOM,m,s,44.18,39.86,84.04
poisson,NOM,m,s,53.61,30.14,83.75
base,NOM,f,s,51.69,31.96,83.65
dommage,NOM,m,s,59.43,24.05,83.48
gloire,NOM,,s,34.78,48.51,83.29
costume,NOM,m,s,38.95,44.19,83.14
restaurant,NOM,m,s,44.29,38.85,83.14
lieu,NOM,m,p,28.88,54.19,83.07
aise,NOM,f,s,31.64,50.81,82.45
client,NOM,m,s,53.63,28.78,82.41
humeur,NOM,f,s,29.8,52.57,82.37
attaque,NOM,f,s,52.39,29.93,82.32
film,NOM,m,p,57.56,24.59,82.15
joue,NOM,f,p,6.72,75.41,82.13
douceur,NOM,f,s,16.02,66.08,82.1
génie,NOM,m,s,34.65,47.43,82.08
dessus,NOM,m,,54.77,27.23,82.0
grâce,NOM,f,s,32.08,49.66,81.74
ligne,NOM,f,p,20.41,61.28,81.69
chauffeur,NOM,m,s,37.35,44.19,81.54
crise,NOM,f,s,43.51,37.97,81.48
zone,NOM,f,s,46.97,34.39,81.36
page,NOM,,s,25.16,55.88,81.04
tapis,NOM,m,,20.13,60.88,81.01
contrôle,NOM,m,s,63.48,17.43,80.91
haine,NOM,f,s,31.49,49.39,80.88
dire,NOM,m,s,51.94,28.92,80.86
pardon,NOM,m,s,54.7,26.08,80.78
valise,NOM,f,s,33.21,47.43,80.64
club,NOM,m,s,61.99,18.58,80.57
salope,NOM,f,s,62.54,17.97,80.51
caisse,NOM,f,s,29.46,51.01,80.47
trottoir,NOM,m,s,9.93,70.54,80.47
pointe,NOM,f,s,11.37,69.05,80.42
copain,NOM,m,p,30.47,49.93,80.4
camion,NOM,m,s,50.06,30.27,80.33
ennui,NOM,m,p,61.89,18.38,80.27
appareil,NOM,m,s,44.2,35.88,80.08
alcool,NOM,m,s,40.29,39.73,80.02
inspecteur,NOM,m,s,64.12,15.74,79.86
sein,NOM,m,p,27.97,51.82,79.79
empire,NOM,m,s,19.02,60.74,79.76
crâne,NOM,m,s,26.88,52.23,79.11
pire,NOM,m,s,47.19,31.89,79.08
animal,NOM,m,p,43.62,35.41,79.03
membre,NOM,m,p,29.34,49.66,79.0
attitude,NOM,f,s,21.37,57.5,78.87
fortune,NOM,f,s,32.35,46.49,78.84
distance,NOM,f,s,26.13,52.64,78.77
samedi,NOM,m,s,44.51,34.26,78.77
dieu,NOM,m,p,50.49,27.97,78.46
lycée,NOM,m,s,41.96,36.42,78.38
fou,NOM,m,s,49.28,29.05,78.33
savoir,NOM,m,s,37.27,40.95,78.22
bête,NOM,f,p,23.82,54.19,78.01
quart,NOM,m,s,20.58,57.36,77.94
meilleur,NOM,m,s,55.22,22.7,77.92
piste,NOM,f,s,43.01,34.86,77.87
mode,NOM,,s,30.79,46.96,77.75
témoin,NOM,m,s,49.35,28.38,77.73
aventure,NOM,f,s,22.54,54.86,77.4
comité,NOM,m,s,18.34,58.99,77.33
verre,NOM,m,p,22.45,54.86,77.31
regard,NOM,m,p,8.96,68.24,77.2
blague,NOM,f,s,60.33,16.82,77.15
retraite,NOM,f,s,38.3,38.78,77.08
kilomètre,NOM,m,p,21.07,55.95,77.02
parfum,NOM,m,s,24.44,52.36,76.8
cousin,NOM,m,s,37.31,39.05,76.36
jeu,NOM,m,p,33.65,42.64,76.29
objet,NOM,m,p,19.06,57.23,76.29
risque,NOM,m,s,45.98,30.27,76.25
étude,NOM,f,p,32.87,43.38,76.25
style,NOM,m,s,31.08,45.14,76.22
niveau,NOM,m,s,45.46,30.74,76.2
danse,NOM,f,s,46.92,29.19,76.11
devoir,NOM,m,s,42.89,33.04,75.93
fusil,NOM,m,s,36.52,39.32,75.84
fumée,NOM,f,s,19.91,55.88,75.79
angoisse,NOM,f,s,14.98,60.68,75.66
gamin,NOM,m,s,55.94,19.53,75.47
immeuble,NOM,m,s,24.54,50.88,75.42
planète,NOM,f,s,55.29,19.86,75.15
pauvre,NOM,,s,45.73,29.39,75.12
commissaire,NOM,,s,42.99,32.09,75.08
acte,NOM,m,s,39.19,35.88,75.07
tendresse,NOM,f,s,15.66,59.39,75.05
millier,NOM,m,p,34.78,40.07,74.85
autorité,NOM,f,s,18.62,56.22,74.84
gosse,NOM,,p,47.03,27.64,74.67
fatigue,NOM,f,s,8.7,65.81,74.51
puissance,NOM,f,s,30.37,44.12,74.49
vaisseau,NOM,m,s,67.11,7.23,74.34
sœur,NOM,f,p,29.76,44.46,74.22
super,NOM,m,s,71.48,2.7,74.18
page,NOM,,p,14.25,59.66,73.91
miracle,NOM,m,s,39.78,34.12,73.9
abri,NOM,m,s,22.7,51.08,73.78
billet,NOM,m,p,42.4,31.35,73.75
billet,NOM,m,s,41.47,32.23,73.7
bruit,NOM,m,p,15.18,58.31,73.49
miroir,NOM,m,s,24.89,48.58,73.47
surface,NOM,f,s,21.85,51.49,73.34
fesse,NOM,f,p,34.52,38.72,73.24
valeur,NOM,f,s,32.48,40.74,73.22
événement,NOM,m,p,14.96,58.24,73.2
relation,NOM,f,p,30.92,42.16,73.08
imagination,NOM,f,s,27.14,45.81,72.95
vers,NOM,m,p,29.91,43.04,72.95
source,NOM,f,s,37.34,35.41,72.75
note,NOM,f,s,33.42,39.32,72.74
maîtresse,NOM,f,s,25.22,47.43,72.65
enquête,NOM,f,s,53.89,18.45,72.34
siècle,NOM,m,p,18.48,53.85,72.33
masse,NOM,f,s,11.64,60.54,72.18
champ,NOM,m,p,19.14,52.97,72.11
trace,NOM,f,p,30.98,40.95,71.93
joue,NOM,f,s,25.57,46.35,71.92
demain,NOM,m,s,50.4,21.42,71.82
chaîne,NOM,f,s,28.4,43.24,71.64
usine,NOM,f,s,43.51,28.04,71.55
condition,NOM,f,s,25.61,45.81,71.42
officier,NOM,m,s,35.47,35.68,71.15
barbe,NOM,,s,23.4,47.7,71.1
terrasse,NOM,f,s,9.66,61.15,70.81
personnage,NOM,m,s,20.65,49.8,70.45
nourriture,NOM,f,s,44.59,25.74,70.33
mai,NOM,,s,24.34,45.88,70.22
amant,NOM,m,s,23.28,46.76,70.04
poil,NOM,m,s,27.09,42.91,70.0
dame,NOM,f,p,24.7,45.2,69.9
énergie,NOM,f,s,42.18,27.64,69.82
siège,NOM,m,s,23.69,46.08,69.77
parc,NOM,m,s,31.02,38.72,69.74
procès,NOM,m,,45.41,24.32,69.73
baiser,NOM,m,s,40.92,28.65,69.57
étranger,NOM,m,s,35.72,33.85,69.57
ange,NOM,m,s,47.9,21.62,69.52
nouveau,NOM,f,s,34.65,34.46,69.11
roman,NOM,m,s,17.79,51.28,69.07
cimetière,NOM,m,s,29.07,39.86,68.93
horizon,NOM,m,s,7.8,61.08,68.88
copain,NOM,f,s,56.28,12.57,68.85
nuage,NOM,m,p,18.47,50.34,68.81
bleu,NOM,m,s,19.92,48.85,68.77
série,NOM,f,s,33.34,35.41,68.75
o,NOM,m,,57.07,11.49,68.56
trace,NOM,f,s,29.2,39.32,68.52
idiot,NOM,m,s,55.73,12.64,68.37
règle,NOM,f,p,46.34,22.03,68.37
réunion,NOM,f,s,49.17,19.12,68.29
carrière,NOM,,s,35.23,33.04,68.27
minuit,NOM,m,s,38.47,29.8,68.27
rapport,NOM,m,p,24.51,43.72,68.23
fleur,NOM,f,s,25.2,42.97,68.17
service,NOM,m,p,31.67,36.49,68.16
secrétaire,NOM,,s,29.43,38.58,68.01
choc,NOM,m,s,30.22,37.57,67.79
prêtre,NOM,m,s,38.37,29.39,67.76
branche,NOM,f,p,6.22,61.49,67.71
match,NOM,m,s,58.26,9.39,67.65
moteur,NOM,m,s,26.31,41.28,67.59
sueur,NOM,f,s,10.27,57.3,67.57
couverture,NOM,f,s,26.5,41.01,67.51
note,NOM,f,p,29.4,38.11,67.51
soupe,NOM,f,s,31.72,35.74,67.46
sac,NOM,m,p,18.64,48.78,67.42
trait,NOM,m,p,8.03,59.39,67.42
boue,NOM,f,s,15.09,52.3,67.39
prince,NOM,f,s,46.31,21.01,67.32
résistance,NOM,f,s,12.99,54.32,67.31
vrai,NOM,m,s,34.59,32.7,67.29
j,NOM,m,,64.31,2.91,67.22
être,NOM,m,p,21.91,45.2,67.11
allure,NOM,f,s,10.0,57.09,67.09
condition,NOM,f,p,21.12,45.81,66.93
jeune,NOM,,p,36.52,30.14,66.66
monstre,NOM,m,s,48.42,18.18,66.6
soif,NOM,f,s,31.28,35.27,66.55
souci,NOM,m,s,26.73,39.8,66.53
toilette,NOM,f,p,53.08,13.38,66.46
cellule,NOM,f,s,31.06,35.34,66.4
vieux,NOM,f,s,17.95,48.31,66.26
époux,NOM,f,s,41.98,24.26,66.24
plat,NOM,,s,21.87,44.26,66.13
programme,NOM,m,s,44.16,21.89,66.05
mise,NOM,f,s,29.78,36.08,65.86
pomme,NOM,f,s,19.77,46.08,65.85
don,NOM,m,s,35.47,30.27,65.74
morceau,NOM,m,p,24.13,41.49,65.62
fruit,NOM,m,p,23.45,42.09,65.54
tombe,NOM,f,s,41.33,24.19,65.52
quai,NOM,m,s,10.37,55.14,65.51
majesté,NOM,f,s,42.84,22.3,65.14
menton,NOM,m,s,6.45,58.65,65.1
article,NOM,m,s,33.39,31.69,65.08
égard,NOM,m,s,6.77,58.31,65.08
trésor,NOM,m,s,44.86,20.14,65.0
gaz,NOM,m,,36.33,28.65,64.98
région,NOM,f,s,25.8,39.05,64.85
caractère,NOM,m,s,17.22,47.5,64.72
juin,NOM,m,,13.4,51.28,64.68
rivière,NOM,f,s,28.17,36.49,64.66
adieu,NOM,m,s,36.86,27.5,64.36
talent,NOM,m,s,33.28,31.08,64.36
comte,NOM,m,s,12.89,51.42,64.31
félicitation,NOM,f,p,59.23,5.07,64.3
saison,NOM,f,s,28.72,35.54,64.26
révolution,NOM,f,s,23.07,41.08,64.15
lac,NOM,m,s,31.16,32.84,64.0
matière,NOM,f,s,14.2,49.8,64.0
bain,NOM,m,p,23.96,39.93,63.89
cigarette,NOM,f,p,26.35,37.36,63.71
bombe,NOM,f,s,48.7,15.0,63.7
uniforme,NOM,m,s,24.92,38.72,63.64
hâte,NOM,f,s,18.83,44.8,63.63
qualité,NOM,f,s,20.84,42.7,63.54
curiosité,NOM,f,s,13.7,49.8,63.5
date,NOM,f,s,26.88,36.62,63.5
faîte,NOM,m,s,56.42,7.03,63.45
charme,NOM,m,s,19.7,43.65,63.35
passe,NOM,f,s,44.87,18.45,63.32
officier,NOM,m,p,19.87,43.38,63.25
clé,NOM,f,p,49.4,13.58,62.98
obscurité,NOM,f,s,14.33,48.65,62.98
patience,NOM,f,s,29.93,32.97,62.9
désert,NOM,m,s,26.13,36.76,62.89
fièvre,NOM,f,s,24.23,38.58,62.81
coupe,NOM,f,s,29.16,33.58,62.74
mystère,NOM,m,s,22.9,39.53,62.43
vache,NOM,f,s,36.24,26.08,62.32
août,NOM,m,,12.65,49.66,62.31
champagne,NOM,m,s,32.38,29.86,62.24
botte,NOM,f,p,25.81,36.42,62.23
cave,NOM,f,s,19.98,42.09,62.07
course,NOM,f,p,32.04,30.0,62.04
émotion,NOM,f,s,14.03,47.97,62.0
travail,NOM,m,p,22.4,39.46,61.86
portrait,NOM,m,s,22.64,39.19,61.83
rythme,NOM,m,s,19.15,42.57,61.72
opinion,NOM,f,s,28.43,33.24,61.67
commandement,NOM,m,s,18.13,43.51,61.64
c,NOM,m,,59.73,1.89,61.62
instant,NOM,m,p,7.27,54.32,61.59
circonstance,NOM,f,p,19.32,42.23,61.55
preuve,NOM,f,p,46.75,14.8,61.55
plateau,NOM,m,s,15.73,45.74,61.47
linge,NOM,m,s,16.75,44.53,61.28
paradis,NOM,m,,33.23,28.04,61.27
poing,NOM,m,s,13.25,47.97,61.22
bus,NOM,m,,50.63,10.54,61.17
tâche,NOM,f,s,25.2,35.95,61.15
coffre,NOM,m,s,35.97,25.14,61.11
sucre,NOM,m,s,30.57,30.54,61.11
règle,NOM,f,s,33.17,27.91,61.08
charge,NOM,f,s,24.98,36.08,61.06
paysage,NOM,m,s,10.57,50.47,61.04
manque,NOM,m,s,24.48,36.28,60.76
élément,NOM,m,p,13.83,46.89,60.72
éclat,NOM,m,s,9.73,50.95,60.68
essence,NOM,f,s,32.91,27.77,60.68
corde,NOM,f,s,28.89,31.76,60.65
terme,NOM,m,s,25.72,34.86,60.58
empereur,NOM,m,s,24.45,35.88,60.33
phrase,NOM,f,p,6.61,53.72,60.33
curé,NOM,m,s,13.65,46.62,60.27
cadavre,NOM,m,s,27.93,32.3,60.23
cercle,NOM,m,s,17.77,42.43,60.2
paupière,NOM,f,p,3.77,56.42,60.19
col,NOM,m,s,8.35,51.82,60.17
urgence,NOM,f,s,38.78,21.35,60.13
soie,NOM,f,s,9.95,50.0,59.95
juif,NOM,m,p,29.03,30.88,59.91
tristesse,NOM,f,s,12.91,46.96,59.87
famille,NOM,f,p,27.16,32.7,59.86
automne,NOM,m,s,16.88,42.97,59.85
tueur,NOM,m,s,52.42,7.3,59.72
rage,NOM,f,s,15.54,44.12,59.66
information,NOM,f,p,39.3,20.34,59.64
feuille,NOM,f,s,13.24,46.35,59.59
septembre,NOM,m,,16.01,43.58,59.59
vision,NOM,f,s,25.81,33.78,59.59
juillet,NOM,m,,11.96,47.57,59.53
marche,NOM,f,p,6.56,52.97,59.53
lundi,NOM,m,s,36.01,23.51,59.52
lutte,NOM,f,s,22.0,37.36,59.36
to,NOM,m,s,55.48,3.78,59.26
mouvement,NOM,m,p,11.07,48.18,59.25
meuble,NOM,m,p,17.01,42.23,59.24
fleuve,NOM,m,s,19.81,39.32,59.13
chagrin,NOM,m,s,20.39,38.72,59.11
rire,NOM,m,p,16.09,42.91,59.0
pomme,NOM,f,p,22.57,36.28,58.85
faveur,NOM,f,s,31.09,27.64,58.73
aile,NOM,f,p,18.45,40.0,58.45
angle,NOM,m,s,11.56,46.89,58.45
ville,NOM,f,p,17.17,41.28,58.45
ennemi,NOM,m,p,29.22,29.19,58.41
chocolat,NOM,m,s,27.74,30.61,58.35
boutique,NOM,f,s,22.29,36.01,58.3
contrat,NOM,m,s,45.7,12.43,58.13
pot,NOM,m,s,25.72,32.3,58.02
chambre,NOM,f,p,24.71,33.24,57.95
effort,NOM,m,p,19.44,38.45,57.89
poche,NOM,,p,13.42,44.46,57.88
fuite,NOM,f,s,26.02,31.82,57.84
détail,NOM,m,s,19.82,37.97,57.79
beau,NOM,f,s,35.08,22.7,57.78
drogue,NOM,f,s,47.2,10.54,57.74
métro,NOM,m,s,17.66,40.0,57.66
voisin,NOM,m,p,24.33,33.31,57.64
fait,NOM,m,p,27.36,30.27,57.63
boule,NOM,f,s,19.29,38.31,57.6
esprit,NOM,m,p,24.12,33.45,57.57
assassin,NOM,m,s,43.17,14.39,57.56
victime,NOM,f,p,39.78,17.77,57.55
semblant,NOM,m,s,25.55,31.89,57.44
code,NOM,m,s,43.85,13.58,57.43
montagne,NOM,f,p,25.25,32.03,57.28
banc,NOM,m,s,8.96,48.31,57.27
vélo,NOM,m,s,32.95,24.32,57.27
eau,NOM,f,p,15.14,42.03,57.17
domaine,NOM,m,s,19.21,37.91,57.12
signe,NOM,m,p,15.0,42.09,57.09
élève,NOM,,p,21.01,36.08,57.09
droit,NOM,m,p,32.01,25.0,57.01
crainte,NOM,f,s,11.39,45.61,57.0
tabac,NOM,m,s,15.7,41.28,56.98
y,NOM,m,,30.26,26.62,56.88
artiste,NOM,,s,28.0,28.85,56.85
cuisse,NOM,f,p,8.34,48.51,56.85
perte,NOM,f,s,30.2,26.62,56.82
ménage,NOM,m,s,27.55,29.26,56.81
rang,NOM,m,s,19.4,37.16,56.56
drap,NOM,m,p,15.54,40.95,56.49
huile,NOM,f,s,20.23,36.22,56.45
origine,NOM,f,s,22.18,34.19,56.37
misère,NOM,f,s,16.85,39.46,56.31
chute,NOM,f,s,21.01,35.27,56.28
gâteau,NOM,m,s,42.33,13.92,56.25
boulevard,NOM,m,s,4.19,52.03,56.22
lecture,NOM,f,s,13.97,42.16,56.13
allié,NOM,m,p,7.59,48.51,56.1
nuque,NOM,f,s,7.58,48.51,56.09
désespoir,NOM,m,s,10.61,45.47,56.08
silhouette,NOM,f,s,3.44,52.57,56.01
frais,NOM,m,,26.16,29.8,55.96
môme,NOM,,s,18.88,37.03,55.91
promenade,NOM,f,s,13.45,42.43,55.88
période,NOM,f,s,23.72,32.09,55.81
race,NOM,f,s,27.09,28.72,55.81
plafond,NOM,m,s,9.44,46.35,55.79
œuf,NOM,m,p,25.88,29.8,55.68
concours,NOM,m,,23.89,31.69,55.58
ouest,NOM,m,,27.79,27.77,55.56
usage,NOM,m,s,13.26,42.3,55.56
projet,NOM,m,p,25.41,30.14,55.55
mensonge,NOM,m,s,33.64,21.89,55.53
imbécile,NOM,,s,35.01,20.47,55.48
identité,NOM,f,s,32.83,22.64,55.47
soir,NOM,m,p,19.86,35.41,55.27
dehors,NOM,m,,17.57,37.64,55.21
régime,NOM,m,s,18.52,36.69,55.21
bibliothèque,NOM,f,s,18.22,36.82,55.04
whisky,NOM,m,s,29.89,25.14,55.03
frontière,NOM,f,s,28.54,26.42,54.96
feu,NOM,m,p,18.1,36.76,54.86
revanche,NOM,f,s,13.73,41.01,54.74
sous-titrage,NOM,m,s,54.64,0.0,54.64
intelligence,NOM,f,s,18.27,36.22,54.49
lueur,NOM,f,s,5.37,49.12,54.49
rideau,NOM,m,s,10.81,43.65,54.46
lumière,NOM,f,p,18.81,35.61,54.42
pression,NOM,f,s,35.33,19.05,54.38
unité,NOM,f,s,29.29,25.07,54.36
seuil,NOM,m,s,5.45,48.85,54.3
relation,NOM,f,s,44.03,10.2,54.23
centaine,NOM,f,p,22.9,31.28,54.18
chat,NOM,m,p,16.0,38.11,54.11
luxe,NOM,m,s,15.42,38.65,54.07
avion,NOM,m,p,22.81,31.22,54.03
sommet,NOM,m,s,15.15,38.85,54.0
métal,NOM,m,s,12.16,41.82,53.98
boîte,NOM,f,p,14.23,39.73,53.96
échange,NOM,m,s,29.97,23.99,53.96
mille,NOM,m,,26.16,27.64,53.8
religion,NOM,f,s,22.86,30.88,53.74
souffrance,NOM,f,s,20.05,33.58,53.63
week-end,NOM,m,s,41.37,12.16,53.53
réserve,NOM,f,s,14.47,38.99,53.46
explication,NOM,f,s,24.6,28.85,53.45
ongle,NOM,m,p,18.02,35.34,53.36
accès,NOM,m,,29.53,23.78,53.31
démon,NOM,m,s,39.71,13.58,53.29
changement,NOM,m,s,27.0,26.28,53.28
organisation,NOM,f,s,18.96,34.32,53.28
propriétaire,NOM,,s,29.77,23.51,53.28
estomac,NOM,m,s,23.06,30.14,53.2
libération,NOM,f,s,8.31,44.86,53.17
écrivain,NOM,m,s,20.7,32.43,53.13
mets,NOM,m,,45.09,7.97,53.06
ennui,NOM,m,s,14.76,38.24,53.0
grille,NOM,f,s,9.09,43.85,52.94
s,NOM,m,,38.32,14.53,52.85
douche,NOM,f,s,32.56,20.27,52.83
dessin,NOM,m,s,17.92,34.86,52.78
creux,NOM,m,,2.83,49.93,52.76
volant,NOM,m,s,19.23,33.51,52.74
signal,NOM,m,s,33.98,18.72,52.7
résultat,NOM,m,s,25.15,27.43,52.58
langage,NOM,m,s,16.56,36.01,52.57
ombre,NOM,,p,9.7,42.84,52.54
voleur,NOM,m,s,41.39,11.15,52.54
seul,NOM,f,s,31.04,21.49,52.53
séjour,NOM,m,s,15.7,36.82,52.52
tard,NOM,m,s,34.1,18.38,52.48
vie,NOM,f,p,34.63,17.84,52.47
emploi,NOM,m,s,25.96,26.42,52.38
sud,NOM,m,s,23.95,28.38,52.33
mlle,NOM,f,s,45.69,6.55,52.24
poisson,NOM,m,p,27.9,24.32,52.22
gros,NOM,m,s,22.1,30.07,52.17
monnaie,NOM,f,s,26.82,25.34,52.16
patrie,NOM,f,s,23.36,28.65,52.01
sérieux,NOM,m,,27.58,24.39,51.97
sel,NOM,m,s,20.93,31.01,51.94
leçon,NOM,f,s,29.24,22.64,51.88
entreprise,NOM,f,s,22.79,29.05,51.84
malade,NOM,,s,25.67,26.15,51.82
ceinture,NOM,f,s,19.41,32.23,51.64
masque,NOM,m,s,23.16,28.45,51.61
paille,NOM,f,s,8.57,42.97,51.54
gaffe,NOM,f,s,33.92,17.57,51.49
vitre,NOM,f,s,10.21,41.28,51.49
cage,NOM,f,s,16.61,34.86,51.47
université,NOM,f,s,38.22,13.24,51.46
désordre,NOM,m,s,12.34,39.12,51.46
étoile,NOM,f,s,21.65,29.8,51.45
territoire,NOM,m,s,15.34,36.08,51.42
foyer,NOM,m,s,25.57,25.81,51.38
concert,NOM,m,s,26.51,24.86,51.37
place,NOM,f,p,20.76,30.61,51.37
revolver,NOM,m,s,28.05,23.31,51.36
accent,NOM,m,s,12.98,38.31,51.29
américain,NOM,m,p,24.9,26.28,51.18
assiette,NOM,f,s,14.88,36.28,51.16
atelier,NOM,m,s,15.21,35.88,51.09
flamme,NOM,f,s,12.61,38.38,50.99
vague,NOM,,s,12.8,38.18,50.98
stop,NOM,m,s,44.36,6.49,50.85
groupe,NOM,m,p,14.21,36.62,50.83
marque,NOM,f,s,23.91,26.89,50.8
prise,NOM,f,s,22.92,27.7,50.62
matériel,NOM,m,s,25.15,25.47,50.62
loi,NOM,f,p,22.75,27.84,50.59
route,NOM,f,p,13.89,36.69,50.58
fantôme,NOM,m,s,29.71,20.74,50.45
endroit,NOM,m,p,21.48,28.92,50.4
forme,NOM,f,p,11.58,38.78,50.36
tribunal,NOM,m,s,35.35,15.0,50.35
sensation,NOM,f,s,13.2,37.09,50.29
clef,NOM,f,s,14.61,35.61,50.22
science,NOM,f,s,25.28,24.93,50.21
sou,NOM,m,,21.55,28.65,50.2
sorte,NOM,f,p,16.41,33.78,50.19
terre,NOM,f,p,18.16,32.03,50.19
infirmier,NOM,f,s,27.14,22.97,50.11
piano,NOM,m,s,21.5,28.51,50.01
dépit,NOM,m,s,5.82,44.12,49.94
garde,NOM,,p,27.7,22.23,49.93
auteur,NOM,m,s,17.62,32.3,49.92
pouvoir,NOM,m,p,28.36,21.42,49.78
approche,NOM,f,s,27.47,22.3,49.77
vendredi,NOM,m,s,31.36,18.31,49.67
poudre,NOM,f,s,22.09,27.57,49.66
atmosphère,NOM,f,s,13.45,36.15,49.6
équilibre,NOM,m,s,10.53,39.05,49.58
inquiétude,NOM,f,s,8.2,41.35,49.55
assurance,NOM,f,s,24.3,25.14,49.44
goutte,NOM,f,s,19.09,30.34,49.43
cabinet,NOM,m,s,19.45,29.8,49.25
flingue,NOM,m,s,38.34,10.88,49.22
sein,NOM,m,s,16.93,32.23,49.16
plan,NOM,m,p,28.0,21.15,49.15
prière,NOM,f,s,19.15,30.0,49.15
demi-heure,NOM,f,s,26.65,22.43,49.08
ouvrier,NOM,m,p,14.56,34.46,49.02
avenue,NOM,f,s,8.19,40.81,49.0
télévision,NOM,f,s,25.45,23.51,48.96
éternité,NOM,f,s,18.0,30.95,48.95
miss,NOM,f,,39.08,9.86,48.94
nation,NOM,f,s,16.97,31.96,48.93
prétexte,NOM,m,s,12.1,36.82,48.92
évidence,NOM,f,s,11.14,37.77,48.91
chance,NOM,f,p,26.58,22.3,48.88
cousin,NOM,f,s,23.72,25.14,48.86
chef,NOM,,p,15.46,33.38,48.84
messe,NOM,f,s,16.14,32.7,48.84
machine,NOM,f,p,22.79,26.01,48.8
péché,NOM,m,s,26.14,22.57,48.71
extérieur,NOM,m,s,24.97,23.72,48.69
examen,NOM,m,s,30.37,18.31,48.68
nerf,NOM,m,p,22.03,26.55,48.58
bouteille,NOM,f,p,14.92,33.65,48.57
épée,NOM,f,s,29.34,19.12,48.46
voisin,NOM,m,s,19.55,28.85,48.4
progrès,NOM,m,,18.52,29.73,48.25
