lemme,cgram,genre,nombre,freqfilms2,freqlivres,overall_freq
mal,ADJ,m,s,13.82,11.22,12.52
maudit,ADJ,m,s,17.59,7.43,12.51
logique,ADJ,,s,13.79,11.22,12.505
absolu,ADJ,m,s,8.55,16.42,12.485
direct,ADJ,m,s,14.29,10.68,12.485
ancien,ADJ,f,p,6.22,18.65,12.435
brun,ADJ,m,s,3.39,21.35,12.37
interminable,ADJ,,s,2.56,22.16,12.36
absolu,ADJ,f,s,8.44,16.15,12.295
bizarre,ADJ,,p,14.1,10.47,12.285
semblable,ADJ,,p,2.95,21.49,12.22
efficace,ADJ,,s,12.19,12.23,12.21
inconnu,ADJ,f,s,7.24,17.16,12.2
quatrième,ADJ,,,8.65,15.74,12.195
vidéo,ADJ,,,23.61,0.74,12.175
confortable,ADJ,,s,12.04,12.3,12.17
roux,ADJ,m,,3.66,20.68,12.17
connu,ADJ,m,s,8.28,16.01,12.145
rapide,ADJ,,p,6.45,17.84,12.145
fort,ADJ,f,p,7.92,16.35,12.135
bref,ADJ,f,s,3.86,20.41,12.135
indispensable,ADJ,,s,8.52,15.68,12.1
nord,ADJ,,,12.26,11.89,12.075
obscur,ADJ,f,s,3.46,20.61,12.035
foutu,ADJ,m,s,16.28,7.77,12.025
dangereux,ADJ,f,s,13.61,10.27,11.94
marine,ADJ,,s,5.9,17.97,11.935
méchant,ADJ,f,s,14.73,9.12,11.925
franc,ADJ,m,s,12.84,10.95,11.895
pareil,ADJ,f,p,6.97,16.82,11.895
court,ADJ,f,p,3.63,20.14,11.885
idéal,ADJ,m,s,15.8,7.97,11.885
intérieur,ADJ,m,s,4.74,18.99,11.865
redoutable,ADJ,,s,5.94,17.77,11.855
puissant,ADJ,f,s,9.16,14.26,11.71
futur,ADJ,m,s,9.41,13.92,11.665
délicat,ADJ,m,s,9.6,13.72,11.66
souple,ADJ,,s,3.21,20.0,11.605
violent,ADJ,f,s,5.17,18.04,11.605
discret,ADJ,m,s,9.52,13.58,11.55
sonore,ADJ,,s,3.26,19.8,11.53
sexuel,ADJ,f,s,14.74,8.31,11.525
fatigué,ADJ,f,s,14.59,8.45,11.52
mortel,ADJ,m,s,14.62,8.38,11.5
principal,ADJ,f,s,10.68,12.3,11.49
suffisant,ADJ,m,s,12.95,10.0,11.475
remarquable,ADJ,,s,12.2,10.74,11.47
important,ADJ,f,p,13.8,8.99,11.395
glacé,ADJ,m,s,5.28,17.5,11.39
splendide,ADJ,,s,15.45,7.3,11.375
neuf,ADJ,m,s,8.59,14.12,11.355
central,ADJ,f,s,7.33,15.34,11.335
pressé,ADJ,m,s,9.96,12.7,11.33
précis,ADJ,f,s,6.97,15.68,11.325
mou,ADJ,m,s,5.53,17.09,11.31
idiot,ADJ,f,s,16.05,6.55,11.3
sexuel,ADJ,m,s,15.97,6.62,11.295
soi-disant,ADJ,,,9.46,13.11,11.285
maigre,ADJ,,p,1.64,20.88,11.26
content,ADJ,m,p,11.96,10.54,11.25
humble,ADJ,,s,9.66,12.84,11.25
sain,ADJ,m,s,13.89,8.58,11.235
britannique,ADJ,,p,1.66,20.74,11.2
brillant,ADJ,f,s,9.2,13.18,11.19
possible,ADJ,,p,7.5,14.8,11.15
volontaire,ADJ,,s,11.54,10.74,11.14
court,ADJ,m,p,6.03,16.22,11.125
mignon,ADJ,f,s,17.41,4.73,11.07
commandant,ADJ,m,s,17.14,4.93,11.035
âgé,ADJ,m,s,7.67,14.39,11.03
jaloux,ADJ,f,s,14.2,7.84,11.02
sec,ADJ,m,p,4.91,17.09,11.0
présent,ADJ,f,s,6.84,15.0,10.92
blond,ADJ,m,p,3.45,18.38,10.915
muet,ADJ,f,s,2.68,19.12,10.9
hostile,ADJ,,s,6.32,15.47,10.895
minable,ADJ,,s,13.06,8.72,10.89
délicat,ADJ,f,s,9.26,12.5,10.88
moral,ADJ,f,s,7.17,14.59,10.88
blessé,ADJ,m,s,12.55,9.19,10.87
atroce,ADJ,,s,8.41,13.24,10.825
réfléchi,ADJ,m,p,18.86,2.77,10.815
étranger,ADJ,m,p,6.71,14.86,10.785
pratique,ADJ,,s,11.0,10.54,10.77
exact,ADJ,f,s,7.55,13.92,10.735
social,ADJ,m,s,9.16,12.3,10.73
important,ADJ,m,p,11.65,9.8,10.725
officiel,ADJ,m,s,9.54,11.89,10.715
fin,ADJ,f,p,2.35,19.05,10.7
définitif,ADJ,f,s,3.43,17.97,10.7
enchanté,ADJ,f,s,18.96,2.43,10.695
cardiaque,ADJ,,s,18.34,3.04,10.69
cruel,ADJ,f,s,9.47,11.89,10.68
vulgaire,ADJ,,s,8.48,12.84,10.66
humain,ADJ,f,p,6.36,14.93,10.645
final,ADJ,m,s,9.73,11.55,10.64
étranger,ADJ,f,p,4.46,16.82,10.64
quotidien,ADJ,f,s,3.91,17.3,10.605
attentif,ADJ,m,s,3.77,17.3,10.535
venu,ADJ,f,s,9.35,11.69,10.52
fameux,ADJ,f,s,4.74,16.28,10.51
fermé,ADJ,m,s,7.61,13.38,10.495
fabuleux,ADJ,m,,11.1,9.86,10.48
musical,ADJ,m,s,17.5,3.45,10.475
joyeux,ADJ,f,s,6.07,14.86,10.465
débile,ADJ,,s,17.8,3.11,10.455
régulier,ADJ,m,s,4.48,16.42,10.45
brutal,ADJ,m,s,5.29,15.47,10.38
fier,ADJ,m,p,12.36,8.38,10.37
clair,ADJ,m,p,5.89,14.73,10.31
fermé,ADJ,f,s,5.42,15.2,10.31
économique,ADJ,,s,6.09,14.53,10.31
russe,ADJ,,p,7.42,13.18,10.3
plat,ADJ,f,s,3.09,17.5,10.295
soudain,ADJ,f,s,3.42,17.16,10.29
officiel,ADJ,f,s,8.45,12.09,10.27
historique,ADJ,,s,8.83,11.69,10.26
affreux,ADJ,f,s,7.86,12.64,10.25
arabe,ADJ,,s,6.29,14.19,10.24
faible,ADJ,,p,7.75,12.7,10.225
sec,ADJ,f,p,2.0,18.45,10.225
gentil,ADJ,m,p,13.98,6.42,10.2
civil,ADJ,f,s,9.76,10.61,10.185
mince,ADJ,,p,2.17,18.18,10.175
inévitable,ADJ,,s,6.96,13.38,10.17
brillant,ADJ,m,p,4.16,16.15,10.155
habituel,ADJ,m,s,5.35,14.86,10.105
honteux,ADJ,m,,7.17,13.04,10.105
mondial,ADJ,f,s,8.17,12.03,10.1
familial,ADJ,f,s,7.22,12.97,10.095
commode,ADJ,,s,4.43,15.74,10.085
brûlant,ADJ,m,s,4.48,15.68,10.08
divin,ADJ,m,s,10.01,10.14,10.075
technique,ADJ,,s,11.72,8.31,10.015
multiple,ADJ,,p,5.76,14.26,10.01
clair,ADJ,f,p,7.05,12.91,9.98
gamin,ADJ,m,s,16.44,3.51,9.975
laid,ADJ,m,s,9.52,10.41,9.965
surpris,ADJ,m,,6.12,13.78,9.95
féminin,ADJ,f,s,6.5,13.38,9.94
pressé,ADJ,f,s,11.26,8.58,9.92
espagnol,ADJ,m,s,9.68,10.14,9.91
vilain,ADJ,m,s,11.03,8.72,9.875
désert,ADJ,m,s,3.04,16.69,9.865
léger,ADJ,m,p,2.57,17.16,9.865
gigantesque,ADJ,,s,3.87,15.81,9.84
doux,ADJ,f,p,6.77,12.77,9.77
liquide,ADJ,,s,7.48,12.03,9.755
invisible,ADJ,,p,3.36,16.01,9.685
entier,ADJ,f,p,3.73,15.61,9.67
correct,ADJ,m,s,14.32,5.0,9.66
public,ADJ,m,p,4.84,14.46,9.65
provisoire,ADJ,,s,5.44,13.85,9.645
gai,ADJ,f,s,6.58,12.7,9.64
furieux,ADJ,f,s,6.95,12.3,9.625
royal,ADJ,f,s,9.64,9.59,9.615
italien,ADJ,f,s,7.56,11.62,9.59
parti,ADJ,m,s,11.06,8.11,9.585
génial,ADJ,f,s,15.86,3.31,9.585
patient,ADJ,m,s,11.35,7.77,9.56
métallique,ADJ,,s,2.6,16.49,9.545
privé,ADJ,m,s,11.99,7.09,9.54
effrayant,ADJ,m,s,10.07,8.99,9.53
marron,ADJ,,,5.33,13.72,9.525
intéressant,ADJ,f,s,13.05,5.95,9.5
professionnel,ADJ,m,s,11.75,7.23,9.49
tendre,ADJ,,p,3.33,15.61,9.47
cassé,ADJ,m,s,11.48,7.43,9.455
salaud,ADJ,m,s,13.17,5.74,9.455
sublime,ADJ,,s,9.51,9.39,9.45
féminin,ADJ,m,s,7.51,11.28,9.395
net,ADJ,f,s,3.91,14.86,9.385
doré,ADJ,f,s,2.31,16.42,9.365
habile,ADJ,,s,5.6,13.11,9.355
indifférent,ADJ,m,s,2.42,16.22,9.32
gay,ADJ,m,s,18.27,0.34,9.305
habituel,ADJ,f,s,4.95,13.65,9.3
moral,ADJ,m,s,5.36,13.24,9.3
glacé,ADJ,f,s,4.67,13.85,9.26
gris,ADJ,f,p,1.34,17.16,9.25
malade,ADJ,,p,10.77,7.7,9.235
médical,ADJ,m,s,13.65,4.8,9.225
prêt,ADJ,f,p,10.78,7.64,9.21
las,ADJ,f,s,8.33,10.07,9.2
doré,ADJ,m,s,2.62,15.74,9.18
pâle,ADJ,,p,1.98,16.35,9.165
honnête,ADJ,,p,10.29,8.04,9.165
considérable,ADJ,,s,2.31,16.01,9.16
mécanique,ADJ,,s,2.83,15.47,9.15
dit,ADJ,m,s,9.71,8.58,9.145
convenable,ADJ,,s,5.37,12.91,9.14
préféré,ADJ,m,s,13.76,4.46,9.11
bas,ADJ,f,p,2.15,16.01,9.08
maudit,ADJ,f,s,12.65,5.47,9.06
irrésistible,ADJ,,s,4.33,13.78,9.055
direct,ADJ,f,s,6.27,11.82,9.045
fou,ADJ,f,p,6.47,11.62,9.045
anniversaire,ADJ,,s,14.57,3.51,9.04
brave,ADJ,,p,6.39,11.69,9.04
reçu,ADJ,m,s,15.92,2.16,9.04
scientifique,ADJ,,s,13.62,4.46,9.04
chaud,ADJ,f,p,4.89,13.18,9.035
humide,ADJ,,p,2.98,15.07,9.025
insolite,ADJ,,s,2.24,15.81,9.025
interminable,ADJ,,p,1.54,16.49,9.015
vaste,ADJ,,p,1.88,16.15,9.015
ouvert,ADJ,f,p,2.88,15.14,9.01
frais,ADJ,f,p,5.44,12.57,9.005
gratuit,ADJ,m,s,12.15,5.81,8.98
intact,ADJ,m,s,6.21,11.69,8.95
tendu,ADJ,m,s,4.5,13.38,8.94
pascal,ADJ,m,s,0.23,17.64,8.935
complice,ADJ,,s,5.16,12.7,8.93
fatal,ADJ,m,s,5.37,12.3,8.835
douloureux,ADJ,f,s,4.05,13.58,8.815
conséquent,ADJ,m,s,6.05,11.55,8.8
géant,ADJ,m,s,8.6,8.99,8.795
impressionnant,ADJ,m,s,12.98,4.59,8.785
religieux,ADJ,m,,8.51,9.05,8.78
honorable,ADJ,,s,9.31,8.24,8.775
mélancolique,ADJ,,s,4.1,13.45,8.775
amer,ADJ,m,s,5.82,11.69,8.755
intime,ADJ,,p,6.69,10.81,8.75
brutal,ADJ,f,s,3.29,14.19,8.74
stupide,ADJ,,p,11.7,5.74,8.72
voisin,ADJ,m,s,3.31,14.12,8.715
juif,ADJ,f,s,8.43,8.99,8.71
égal,ADJ,f,s,4.51,12.91,8.71
mouillé,ADJ,m,s,4.1,13.31,8.705
pourri,ADJ,m,s,9.23,8.18,8.705
joli,ADJ,m,p,9.37,8.04,8.705
ironique,ADJ,,s,3.67,13.72,8.695
familial,ADJ,m,s,5.0,12.36,8.68
futur,ADJ,f,s,7.5,9.86,8.68
grec,ADJ,m,s,6.12,11.22,8.67
directeur,ADJ,m,s,13.65,3.65,8.65
délicieux,ADJ,f,s,6.56,10.74,8.65
cinquième,ADJ,m,,6.14,11.15,8.645
saoul,ADJ,m,s,7.81,9.46,8.635
utile,ADJ,,p,8.52,8.72,8.62
monstrueux,ADJ,m,,6.63,10.61,8.62
international,ADJ,m,s,8.04,9.12,8.58
contraire,ADJ,,s,6.39,10.74,8.565
extérieur,ADJ,m,s,4.89,12.23,8.56
anonyme,ADJ,,s,7.74,9.26,8.5
armé,ADJ,f,s,7.78,9.19,8.485
épouvantable,ADJ,,s,9.53,7.43,8.48
japonais,ADJ,m,,7.71,9.19,8.45
serré,ADJ,m,s,7.31,9.53,8.42
occupé,ADJ,m,s,13.11,3.72,8.415
roux,ADJ,f,s,1.82,15.0,8.41
féroce,ADJ,,s,4.39,12.3,8.345
moindre,ADJ,,p,3.38,13.31,8.345
critique,ADJ,,s,7.83,8.85,8.34
dramatique,ADJ,,s,7.29,9.39,8.34
âgé,ADJ,f,s,7.75,8.92,8.335
exceptionnel,ADJ,m,s,9.72,6.89,8.305
tendu,ADJ,f,s,3.1,13.51,8.305
impatient,ADJ,m,s,7.4,9.19,8.295
noble,ADJ,,p,4.97,11.62,8.295
disponible,ADJ,,s,8.74,7.84,8.29
foutu,ADJ,f,s,10.35,6.22,8.285
rempli,ADJ,f,s,6.64,9.93,8.285
personnel,ADJ,m,p,9.6,6.96,8.28
nature,ADJ,,,5.52,11.01,8.265
incompréhensible,ADJ,,s,4.54,11.89,8.215
actuel,ADJ,f,s,7.8,8.58,8.19
dérisoire,ADJ,,s,1.09,15.27,8.18
excitant,ADJ,m,s,12.44,3.92,8.18
entier,ADJ,m,p,3.68,12.64,8.16
gras,ADJ,f,s,2.19,14.12,8.155
passé,ADJ,f,s,5.47,10.81,8.14
infini,ADJ,f,s,4.11,12.16,8.135
religieux,ADJ,f,s,4.85,11.42,8.135
marié,ADJ,m,s,12.66,3.58,8.12
suspect,ADJ,m,s,8.44,7.77,8.105
adulte,ADJ,,s,8.02,8.18,8.1
antique,ADJ,,s,5.59,10.61,8.1
banal,ADJ,m,s,4.88,11.28,8.08
imaginaire,ADJ,,s,3.8,12.36,8.08
ignoble,ADJ,,s,6.95,9.19,8.07
valable,ADJ,,s,7.46,8.65,8.055
pathétique,ADJ,,s,7.92,8.18,8.05
élégant,ADJ,m,s,4.74,11.35,8.045
enfantin,ADJ,f,s,2.07,13.99,8.03
raide,ADJ,,p,1.15,14.86,8.005
divers,ADJ,f,p,1.47,14.53,8.0
creux,ADJ,m,,3.32,12.64,7.98
laid,ADJ,f,s,6.23,9.73,7.98
dur,ADJ,f,p,4.05,11.89,7.97
conscient,ADJ,m,s,8.51,7.43,7.97
funèbre,ADJ,,s,4.21,11.69,7.95
étonné,ADJ,m,s,2.43,13.38,7.905
favorable,ADJ,,s,4.53,11.28,7.905
précieux,ADJ,f,s,6.96,8.85,7.905
mouillé,ADJ,f,s,5.26,10.54,7.9
authentique,ADJ,,s,7.28,8.51,7.895
facile,ADJ,,p,5.78,10.0,7.89
grossier,ADJ,m,s,6.77,8.99,7.88
odieux,ADJ,m,,6.22,9.53,7.875
reconnaissant,ADJ,m,s,10.32,5.41,7.865
amer,ADJ,f,s,3.65,12.03,7.84
solide,ADJ,,p,4.4,11.28,7.84
polonais,ADJ,m,,6.28,9.39,7.835
allemand,ADJ,f,p,2.69,12.97,7.83
argent,ADJ,,,9.41,6.22,7.815
calme,ADJ,,p,7.79,7.84,7.815
drôle,ADJ,,p,6.02,9.59,7.805
glorieux,ADJ,m,,4.68,10.81,7.745
amical,ADJ,m,s,4.26,11.22,7.74
confus,ADJ,f,s,2.76,12.7,7.73
subtil,ADJ,m,s,4.54,10.88,7.71
dégoûtant,ADJ,m,s,11.47,3.92,7.695
neuf,ADJ,m,p,3.5,11.89,7.695
rond,ADJ,m,p,1.13,14.26,7.695
civil,ADJ,m,s,5.92,9.46,7.69
sérieux,ADJ,f,p,5.85,9.53,7.69
profond,ADJ,f,p,3.8,11.55,7.675
international,ADJ,f,s,5.29,10.0,7.645
morne,ADJ,,s,0.81,14.46,7.635
censé,ADJ,f,s,13.51,1.76,7.635
scolaire,ADJ,,s,5.61,9.66,7.635
ras,ADJ,m,,5.92,9.32,7.62
stérile,ADJ,,s,5.59,9.59,7.59
final,ADJ,f,s,7.67,7.5,7.585
nul,ADJ,f,s,6.68,8.45,7.565
rauque,ADJ,,s,0.3,14.8,7.55
ravissant,ADJ,f,s,9.22,5.88,7.55
personnel,ADJ,f,p,7.66,7.36,7.51
gênant,ADJ,m,s,8.89,6.08,7.485
bourgeois,ADJ,m,,3.12,11.82,7.47
espagnol,ADJ,f,s,6.16,8.78,7.47
indigne,ADJ,,s,6.99,7.91,7.45
sage,ADJ,,p,7.17,7.7,7.435
intact,ADJ,f,s,3.51,11.35,7.43
cassé,ADJ,f,s,6.61,8.24,7.425
artistique,ADJ,,s,8.08,6.76,7.42
chaud,ADJ,m,p,6.59,8.24,7.415
satisfait,ADJ,m,s,4.42,10.41,7.415
horrible,ADJ,,p,10.07,4.73,7.4
immédiat,ADJ,f,s,4.19,10.61,7.4
moderne,ADJ,,p,4.53,10.27,7.4
courant,ADJ,m,s,6.81,7.97,7.39
orange,ADJ,,,4.62,10.14,7.38
familier,ADJ,f,s,1.63,13.11,7.37
chauve,ADJ,,s,5.25,9.46,7.355
essentiel,ADJ,m,s,5.05,9.66,7.355
discret,ADJ,f,s,2.79,11.89,7.34
pris,ADJ,m,,6.23,8.45,7.34
comique,ADJ,,s,4.33,10.34,7.335
lointain,ADJ,m,p,1.02,13.65,7.335
aîné,ADJ,m,s,4.66,10.0,7.33
commun,ADJ,m,p,3.83,10.81,7.32
soucieux,ADJ,m,,1.79,12.84,7.315
alerte,ADJ,,s,8.05,6.55,7.3
transparent,ADJ,m,s,2.66,11.89,7.275
monotone,ADJ,,s,1.3,13.24,7.27
épais,ADJ,f,p,0.82,13.72,7.27
célèbre,ADJ,,p,5.69,8.85,7.27
neutre,ADJ,,s,4.32,10.2,7.26
brûlant,ADJ,f,s,3.75,10.74,7.245
inférieur,ADJ,f,s,3.27,11.22,7.245
médiocre,ADJ,,s,2.59,11.89,7.24
célibataire,ADJ,,s,11.02,3.45,7.235
littéraire,ADJ,,s,2.64,11.82,7.23
arabe,ADJ,,p,3.37,11.08,7.225
définitif,ADJ,m,s,4.0,10.41,7.205
vif,ADJ,f,p,1.71,12.7,7.205
inverse,ADJ,,s,2.58,11.82,7.2
supplémentaire,ADJ,,s,4.19,10.2,7.195
moyen,ADJ,f,s,6.35,8.04,7.195
dit,ADJ,f,p,10.59,3.78,7.185
interne,ADJ,,s,8.86,5.47,7.165
magnifique,ADJ,,p,9.51,4.8,7.155
fatal,ADJ,f,s,5.37,8.92,7.145
secret,ADJ,f,p,3.79,10.47,7.13
médical,ADJ,f,s,10.41,3.85,7.13
trouble,ADJ,,s,3.03,11.22,7.125
aigu,ADJ,f,s,2.75,11.49,7.12
présent,ADJ,m,p,5.38,8.85,7.115
intolérable,ADJ,,s,3.74,10.47,7.105
immédiat,ADJ,m,s,4.59,9.59,7.09
donné,ADJ,m,s,5.32,8.85,7.085
quotidien,ADJ,m,s,3.66,10.47,7.065
grotesque,ADJ,,s,5.01,9.12,7.065
perdu,ADJ,m,p,5.39,8.72,7.055
professionnel,ADJ,f,s,7.13,6.96,7.045
serré,ADJ,f,p,0.78,13.31,7.045
égoïste,ADJ,,s,7.27,6.82,7.045
froid,ADJ,f,p,4.07,10.0,7.035
instant,ADJ,m,s,2.71,11.35,7.03
généreux,ADJ,f,s,6.0,8.04,7.02
local,ADJ,f,s,7.31,6.69,7.0
inattendu,ADJ,m,s,3.58,10.41,6.995
gêné,ADJ,m,s,2.56,11.42,6.99
méchant,ADJ,m,p,6.67,7.3,6.985
surpris,ADJ,f,s,7.08,6.89,6.985
américain,ADJ,f,p,3.48,10.47,6.975
transparent,ADJ,f,s,1.69,12.23,6.96
impeccable,ADJ,,s,5.67,8.24,6.955
marin,ADJ,m,s,5.4,8.51,6.955
rond,ADJ,f,p,1.19,12.64,6.915
naïf,ADJ,m,s,4.22,9.59,6.905
bête,ADJ,,p,5.22,8.58,6.9
lointain,ADJ,f,p,1.15,12.64,6.895
insensé,ADJ,m,s,7.51,6.28,6.895
abominable,ADJ,,s,4.78,8.99,6.885
neuf,ADJ,f,p,5.02,8.72,6.87
téléphonique,ADJ,,s,6.03,7.7,6.865
portant,ADJ,m,s,5.0,8.72,6.86
puissant,ADJ,m,p,5.34,8.38,6.86
aigu,ADJ,m,s,1.75,11.96,6.855
sauf,ADJ,m,s,8.24,5.47,6.855
lent,ADJ,m,p,1.65,12.03,6.84
positif,ADJ,m,s,9.69,3.99,6.84
surprenant,ADJ,m,s,4.89,8.78,6.835
sensible,ADJ,,p,5.67,7.97,6.82
lumineux,ADJ,f,s,2.21,11.42,6.815
ridicule,ADJ,,p,4.53,9.05,6.79
chrétien,ADJ,f,s,4.59,8.99,6.79
brun,ADJ,m,p,2.69,10.88,6.785
judiciaire,ADJ,,s,9.29,4.26,6.775
ouest,ADJ,,,8.81,4.73,6.77
révolutionnaire,ADJ,,s,4.76,8.78,6.77
léger,ADJ,f,p,2.45,11.08,6.765
solaire,ADJ,,s,7.04,6.49,6.765
farouche,ADJ,,s,1.9,11.62,6.76
fin,ADJ,m,p,2.3,11.22,6.76
prisonnier,ADJ,m,p,3.98,9.53,6.755
suivant,ADJ,m,p,4.26,9.19,6.725
social,ADJ,f,p,4.59,8.85,6.72
insensible,ADJ,,s,4.04,9.39,6.715
étonnant,ADJ,f,s,2.95,10.47,6.71
public,ADJ,f,p,5.56,7.84,6.7
nocturne,ADJ,,p,1.62,11.76,6.69
original,ADJ,m,s,8.43,4.93,6.68
crétin,ADJ,m,s,11.98,1.35,6.665
romain,ADJ,m,s,5.28,8.04,6.66
élevé,ADJ,f,s,5.82,7.5,6.66
élégant,ADJ,f,s,3.86,9.46,6.66
levé,ADJ,m,s,1.69,11.62,6.655
lucide,ADJ,,s,2.76,10.54,6.65
innocent,ADJ,f,s,8.15,5.14,6.645
municipal,ADJ,m,s,6.25,7.03,6.64
"mou,mol",ADJ,f,p,1.45,11.82,6.635
préféré,ADJ,f,s,9.82,3.45,6.635
sain,ADJ,,,6.97,6.15,6.56
ordinaire,ADJ,,p,5.01,8.11,6.56
armé,ADJ,m,s,9.33,3.78,6.555
familier,ADJ,m,p,1.54,11.55,6.545
maternel,ADJ,f,s,1.91,11.15,6.53
pilote,ADJ,,s,11.49,1.55,6.52
parisien,ADJ,m,s,0.94,12.09,6.515
vif,ADJ,m,p,2.88,10.14,6.51
enfoiré,ADJ,m,s,12.45,0.54,6.495
aveugle,ADJ,,p,4.67,8.31,6.49
marié,ADJ,f,s,9.47,3.51,6.49
combattant,ADJ,f,s,0.06,12.91,6.485
socialiste,ADJ,,s,5.0,7.97,6.485
franc,ADJ,f,s,5.93,7.03,6.48
modèle,ADJ,,s,5.66,7.3,6.48
grec,ADJ,f,s,3.69,9.26,6.475
superbe,ADJ,,p,8.1,4.8,6.45
croisé,ADJ,m,p,3.76,9.12,6.44
fixe,ADJ,,p,1.29,11.55,6.42
illégal,ADJ,m,s,11.93,0.88,6.405
local,ADJ,m,s,6.05,6.76,6.405
sur,ADJ,f,s,12.38,0.41,6.395
blême,ADJ,,s,1.16,11.62,6.39
fidèle,ADJ,,p,4.57,8.18,6.375
électrique,ADJ,,p,4.41,8.31,6.36
lamentable,ADJ,,s,5.33,7.36,6.345
banal,ADJ,f,s,2.75,9.93,6.34
nucléaire,ADJ,,s,11.45,1.22,6.335
passé,ADJ,m,p,4.65,7.97,6.31
fragile,ADJ,,p,2.95,9.66,6.305
imperceptible,ADJ,,s,0.45,12.16,6.305
inquiétant,ADJ,m,s,3.88,8.72,6.3
commercial,ADJ,m,s,8.47,4.12,6.295
pitoyable,ADJ,,s,5.63,6.96,6.295
agressif,ADJ,m,s,5.76,6.82,6.29
impitoyable,ADJ,,s,4.4,8.18,6.29
triple,ADJ,,s,4.81,7.77,6.29
brisé,ADJ,m,s,6.21,6.35,6.28
inconnu,ADJ,m,p,3.36,9.19,6.275
souris,ADJ,m,s,8.21,4.32,6.265
pris,ADJ,f,s,4.46,8.04,6.25
voisin,ADJ,m,p,6.14,6.35,6.245
gardien,ADJ,m,s,8.02,4.46,6.24
amiral,ADJ,m,s,4.02,8.45,6.235
parent,ADJ,m,p,7.66,4.8,6.23
poli,ADJ,m,s,2.93,9.53,6.23
élémentaire,ADJ,,s,2.26,10.2,6.23
stable,ADJ,,s,8.67,3.78,6.225
vilain,ADJ,f,s,6.23,6.22,6.225
récent,ADJ,f,s,3.72,8.72,6.22
douteux,ADJ,m,,2.23,10.2,6.215
attentif,ADJ,f,s,1.25,11.15,6.2
coupé,ADJ,m,s,2.94,9.46,6.2
grandiose,ADJ,,s,4.16,8.24,6.2
normal,ADJ,m,p,8.35,4.05,6.2
mortel,ADJ,f,s,5.69,6.69,6.19
complexe,ADJ,,s,6.7,5.68,6.19
veuf,ADJ,f,s,6.56,5.81,6.185
idéal,ADJ,f,s,5.32,7.03,6.175
vulnérable,ADJ,,s,6.0,6.35,6.175
automatique,ADJ,,s,6.6,5.74,6.17
maladroit,ADJ,m,s,4.57,7.77,6.17
précis,ADJ,f,p,4.43,7.91,6.17
menu,ADJ,m,p,0.63,11.69,6.16
inattendu,ADJ,f,s,1.9,10.41,6.155
abandonné,ADJ,m,s,3.84,8.45,6.145
principal,ADJ,m,p,5.12,7.16,6.14
terrestre,ADJ,,s,4.92,7.36,6.14
avide,ADJ,,s,1.94,10.34,6.14
aimé,ADJ,m,s,6.17,6.08,6.125
soûl,ADJ,m,s,10.22,2.03,6.125
légal,ADJ,m,s,9.8,2.43,6.115
limpide,ADJ,,s,2.32,9.86,6.09
désespéré,ADJ,m,s,4.87,7.3,6.085
habillé,ADJ,m,s,5.14,7.03,6.085
tremblant,ADJ,f,s,1.69,10.47,6.08
sud,ADJ,,,5.53,6.62,6.075
sexuel,ADJ,m,p,9.07,3.04,6.055
postal,ADJ,f,s,5.18,6.89,6.035
massif,ADJ,f,s,3.68,8.38,6.03
identique,ADJ,,s,4.02,8.04,6.03
passé,ADJ,f,p,4.0,8.04,6.02
souriant,ADJ,f,s,1.07,10.95,6.01
convaincu,ADJ,m,s,3.82,8.18,6.0
tu,ADJ,f,s,7.19,4.8,5.995
impérial,ADJ,f,s,4.21,7.77,5.99
serré,ADJ,m,p,2.23,9.73,5.98
sordide,ADJ,,s,4.39,7.57,5.98
vu,ADJ,f,s,4.38,7.57,5.975
étroit,ADJ,f,p,1.06,10.88,5.97
toc,ADJ,,,4.83,7.09,5.96
mûr,ADJ,m,s,3.6,8.31,5.955
enfantin,ADJ,m,s,0.89,11.01,5.95
aérien,ADJ,f,s,5.37,6.49,5.93
assis,ADJ,f,s,3.47,8.38,5.925
fade,ADJ,,s,1.51,10.34,5.925
pourri,ADJ,f,s,4.95,6.89,5.92
tenace,ADJ,,s,1.62,10.2,5.91
spirituel,ADJ,m,s,6.83,4.93,5.88
intelligent,ADJ,m,p,5.65,6.08,5.865
mental,ADJ,f,s,6.92,4.8,5.86
psychologique,ADJ,,s,6.79,4.93,5.86
exceptionnel,ADJ,f,s,3.47,8.24,5.855
criminel,ADJ,m,s,8.39,3.31,5.85
caché,ADJ,m,s,4.27,7.43,5.85
maternel,ADJ,m,s,2.71,8.99,5.85
permanent,ADJ,m,s,3.73,7.97,5.85
chrétien,ADJ,m,s,4.46,7.23,5.845
apparent,ADJ,f,s,1.35,10.34,5.845
préférable,ADJ,,s,4.39,7.3,5.845
souriant,ADJ,m,s,2.22,9.46,5.84
obligatoire,ADJ,,s,5.18,6.49,5.835
négatif,ADJ,m,s,8.33,3.31,5.82
susceptible,ADJ,,s,3.87,7.77,5.82
exemplaire,ADJ,,s,4.06,7.57,5.815
diabolique,ADJ,,s,6.89,4.73,5.81
louche,ADJ,,s,5.71,5.88,5.795
évident,ADJ,f,s,2.27,9.32,5.795
ennemi,ADJ,m,p,4.62,6.96,5.79
dense,ADJ,,s,1.69,9.86,5.775
endormi,ADJ,m,s,2.95,8.58,5.765
roulant,ADJ,m,s,4.84,6.69,5.765
affectueux,ADJ,m,,3.56,7.97,5.765
