lemme,cgram,genre,nombre,freqfilms2,freqlivres,overall_freq
loyalement,ADV,,,0.81,1.42,2.23
objectivement,ADV,,,0.41,1.82,2.23
impitoyablement,ADV,,,0.4,1.82,2.22
indiscutablement,ADV,,,0.25,1.96,2.21
insidieusement,ADV,,,0.04,2.16,2.2
précieusement,ADV,,,0.44,1.76,2.2
pauvrement,ADV,,,0.31,1.89,2.2
nib,ADV,,,0.16,2.03,2.19
individuellement,ADV,,,1.22,0.95,2.17
insolemment,ADV,,,0.14,2.03,2.17
glorieusement,ADV,,,0.34,1.82,2.16
hermétiquement,ADV,,,0.61,1.55,2.16
sombrement,ADV,,,0.12,2.03,2.15
prétendument,ADV,,,0.37,1.76,2.13
itou,ADV,,,0.3,1.82,2.12
élégamment,ADV,,,0.23,1.89,2.12
horizontalement,ADV,,,0.15,1.96,2.11
préalablement,ADV,,,0.08,2.03,2.11
génétiquement,ADV,,,1.9,0.2,2.1
abruptement,ADV,,,0.07,2.03,2.1
infailliblement,ADV,,,0.27,1.82,2.09
bougrement,ADV,,,0.52,1.55,2.07
illégalement,ADV,,,1.87,0.2,2.07
assidûment,ADV,,,0.09,1.96,2.05
plaisamment,ADV,,,0.02,2.03,2.05
pudiquement,ADV,,,0.02,2.03,2.05
explicitement,ADV,,,0.48,1.55,2.03
favorablement,ADV,,,0.47,1.55,2.02
psychologiquement,ADV,,,1.68,0.34,2.02
monstrueusement,ADV,,,0.3,1.69,1.99
socialement,ADV,,,1.04,0.95,1.99
ferme,ADV,,,1.98,0.0,1.98
richement,ADV,,,0.22,1.76,1.98
sciemment,ADV,,,0.48,1.49,1.97
frileusement,ADV,,,0.0,1.96,1.96
honorablement,ADV,,,0.41,1.55,1.96
beuh,ADV,,,1.06,0.88,1.94
made in,ADV,,,1.06,0.88,1.94
troisièmement,ADV,,,1.38,0.54,1.92
artificiellement,ADV,,,0.48,1.42,1.9
rituellement,ADV,,,0.14,1.76,1.9
expressément,ADV,,,0.34,1.55,1.89
nouvellement,ADV,,,0.27,1.62,1.89
tertio,ADV,,,1.08,0.81,1.89
et cetera,ADV,,,1.14,0.74,1.88
professionnellement,ADV,,,1.13,0.74,1.87
dur,ADV,,,1.31,0.54,1.85
foutrement,ADV,,,1.24,0.61,1.85
intentionnellement,ADV,,,1.04,0.81,1.85
hypocritement,ADV,,,0.14,1.69,1.83
inopinément,ADV,,,0.41,1.42,1.83
auprès,ADV,,,0.2,1.62,1.82
mélancoliquement,ADV,,,0.0,1.82,1.82
victorieusement,ADV,,,0.0,1.82,1.82
humainement,ADV,,,0.86,0.95,1.81
tardivement,ADV,,,0.46,1.35,1.81
équitablement,ADV,,,0.46,1.35,1.81
irrégulièrement,ADV,,,0.03,1.76,1.79
cérémonieusement,ADV,,,0.02,1.76,1.78
intellectuellement,ADV,,,0.97,0.81,1.78
bigrement,ADV,,,0.28,1.49,1.77
dare-dare,ADV,,,0.21,1.55,1.76
diablement,ADV,,,0.75,1.01,1.76
initialement,ADV,,,0.27,1.49,1.76
virtuellement,ADV,,,0.6,1.15,1.75
fraternellement,ADV,,,0.11,1.62,1.73
all right,ADV,,,1.53,0.2,1.73
afin,ADV,,,0.76,0.95,1.71
de traviole,ADV,,,0.43,1.28,1.71
impérieusement,ADV,,,0.0,1.69,1.69
officieusement,ADV,,,1.13,0.54,1.67
économiquement,ADV,,,0.72,0.95,1.67
formidablement,ADV,,,0.24,1.42,1.66
laborieusement,ADV,,,0.02,1.62,1.64
médicalement,ADV,,,1.03,0.61,1.64
tacitement,ADV,,,0.01,1.62,1.63
imprudemment,ADV,,,0.34,1.28,1.62
vulgairement,ADV,,,0.4,1.22,1.62
éminemment,ADV,,,0.13,1.49,1.62
et caetera,ADV,,,0.72,0.88,1.6
spirituellement,ADV,,,0.78,0.81,1.59
conjointement,ADV,,,0.23,1.35,1.58
avantageusement,ADV,,,0.16,1.42,1.58
de visu,ADV,,,1.02,0.54,1.56
indistinctement,ADV,,,0.01,1.55,1.56
piteusement,ADV,,,0.14,1.42,1.56
incidemment,ADV,,,0.27,1.28,1.55
sic,ADV,,,0.2,1.35,1.55
souplement,ADV,,,0.0,1.55,1.55
d'ores et déjà,ADV,,,0.26,1.28,1.54
en catimini,ADV,,,0.12,1.42,1.54
est-ce-que,ADV,,,1.34,0.2,1.54
manuellement,ADV,,,1.4,0.14,1.54
émotionnellement,ADV,,,1.53,0.0,1.53
utilement,ADV,,,0.03,1.49,1.52
idéalement,ADV,,,0.28,1.22,1.5
rondement,ADV,,,0.22,1.28,1.5
comiquement,ADV,,,0.14,1.35,1.49
magiquement,ADV,,,0.14,1.35,1.49
orgueilleusement,ADV,,,0.14,1.35,1.49
piano,ADV,,,1.35,0.14,1.49
légitimement,ADV,,,0.27,1.22,1.49
ci-dessus,ADV,,,0.2,1.28,1.48
instamment,ADV,,,0.12,1.35,1.47
effroyablement,ADV,,,0.11,1.35,1.46
anciennement,ADV,,,0.45,1.01,1.46
chichement,ADV,,,0.04,1.42,1.46
historiquement,ADV,,,0.99,0.47,1.46
somptueusement,ADV,,,0.5,0.95,1.45
commodément,ADV,,,0.09,1.35,1.44
rétrospectivement,ADV,,,0.36,1.08,1.44
sec,ADV,,,0.56,0.88,1.44
outrageusement,ADV,,,0.08,1.35,1.43
béatement,ADV,,,0.01,1.42,1.43
jà,ADV,,,1.02,0.41,1.43
aigrement,ADV,,,0.0,1.42,1.42
hargneusement,ADV,,,0.0,1.42,1.42
isolément,ADV,,,0.14,1.28,1.42
désagréablement,ADV,,,0.13,1.28,1.41
unanimement,ADV,,,0.06,1.35,1.41
banalement,ADV,,,0.16,1.22,1.38
antérieurement,ADV,,,0.36,1.01,1.37
passivement,ADV,,,0.29,1.08,1.37
convulsivement,ADV,,,0.01,1.35,1.36
sentimentalement,ADV,,,0.82,0.54,1.36
placidement,ADV,,,0.0,1.35,1.35
à_cloche-pied,ADV,,,0.0,1.35,1.35
harmonieusement,ADV,,,0.06,1.28,1.34
sobrement,ADV,,,0.06,1.28,1.34
yu,ADV,,,1.07,0.27,1.34
implicitement,ADV,,,0.19,1.15,1.34
dru,ADV,,,0.11,1.22,1.33
latéralement,ADV,,,0.25,1.08,1.33
gi,ADV,,,1.18,0.14,1.32
chèrement,ADV,,,0.43,0.88,1.31
indubitablement,ADV,,,0.7,0.61,1.31
abusivement,ADV,,,0.16,1.15,1.31
là-dehors,ADV,,,1.3,0.0,1.3
galamment,ADV,,,0.07,1.22,1.29
globalement,ADV,,,0.68,0.61,1.29
petitement,ADV,,,0.14,1.15,1.29
sinistrement,ADV,,,0.01,1.28,1.29
épouvantablement,ADV,,,0.34,0.95,1.29
connement,ADV,,,0.0,1.28,1.28
inéluctablement,ADV,,,0.27,1.01,1.28
majestueusement,ADV,,,0.06,1.22,1.28
là-derrière,ADV,,,1.14,0.14,1.28
militairement,ADV,,,0.12,1.15,1.27
ponctuellement,ADV,,,0.26,1.01,1.27
potentiellement,ADV,,,1.12,0.14,1.26
vertigineusement,ADV,,,0.1,1.15,1.25
impérativement,ADV,,,0.55,0.68,1.23
invinciblement,ADV,,,0.01,1.22,1.23
néo,ADV,,,0.62,0.61,1.23
solitairement,ADV,,,0.01,1.22,1.23
platement,ADV,,,0.14,1.08,1.22
vertement,ADV,,,0.14,1.08,1.22
in petto,ADV,,,0.0,1.22,1.22
massivement,ADV,,,0.21,1.01,1.22
sentencieusement,ADV,,,0.0,1.22,1.22
à_brûle-pourpoint,ADV,,,0.0,1.22,1.22
luxueusement,ADV,,,0.39,0.81,1.2
négativement,ADV,,,0.12,1.08,1.2
pacifiquement,ADV,,,0.93,0.27,1.2
subito,ADV,,,0.05,1.15,1.2
gal,ADV,,,1.18,0.0,1.18
perpendiculairement,ADV,,,0.02,1.15,1.17
sereinement,ADV,,,0.43,0.74,1.17
recta,ADV,,,0.08,1.08,1.16
crânement,ADV,,,0.01,1.15,1.16
dédaigneusement,ADV,,,0.01,1.15,1.16
pompeusement,ADV,,,0.01,1.15,1.16
précocement,ADV,,,0.01,1.15,1.16
craintivement,ADV,,,0.0,1.15,1.15
jusques,ADV,,,0.0,1.15,1.15
cosmo,ADV,,,1.07,0.07,1.14
long,ADV,,,0.4,0.74,1.14
malencontreusement,ADV,,,0.26,0.88,1.14
donnant-donnant,ADV,,,0.73,0.41,1.14
agressivement,ADV,,,0.11,1.01,1.12
vice-versa,ADV,,,0.85,0.27,1.12
textuellement,ADV,,,0.03,1.08,1.11
localement,ADV,,,0.22,0.88,1.1
post,ADV,,,0.69,0.41,1.1
deuzio,ADV,,,0.89,0.2,1.09
incomparablement,ADV,,,0.01,1.08,1.09
symboliquement,ADV,,,0.21,0.88,1.09
évasivement,ADV,,,0.01,1.08,1.09
cahin-caha,ADV,,,0.0,1.08,1.08
peu ou prou,ADV,,,0.4,0.68,1.08
supérieurement,ADV,,,0.07,1.01,1.08
crescendo,ADV,,,0.46,0.61,1.07
indéniablement,ADV,,,0.33,0.74,1.07
verbalement,ADV,,,0.53,0.54,1.07
arbitrairement,ADV,,,0.12,0.95,1.07
cliniquement,ADV,,,0.92,0.14,1.06
texto,ADV,,,0.45,0.61,1.06
accessoirement,ADV,,,0.17,0.88,1.05
gaillardement,ADV,,,0.1,0.95,1.05
graduellement,ADV,,,0.24,0.81,1.05
grassement,ADV,,,0.24,0.81,1.05
ci-gît,ADV,,,0.7,0.34,1.04
extérieurement,ADV,,,0.23,0.81,1.04
ignoblement,ADV,,,0.16,0.88,1.04
inégalement,ADV,,,0.03,1.01,1.04
fabuleusement,ADV,,,0.29,0.74,1.03
indûment,ADV,,,0.22,0.81,1.03
journellement,ADV,,,0.15,0.88,1.03
gusto,ADV,,,0.88,0.14,1.02
traîtreusement,ADV,,,0.01,1.01,1.02
épisodiquement,ADV,,,0.01,1.01,1.02
imperturbablement,ADV,,,0.0,1.01,1.01
grotesquement,ADV,,,0.04,0.95,0.99
statistiquement,ADV,,,0.91,0.07,0.98
symétriquement,ADV,,,0.03,0.95,0.98
inextricablement,ADV,,,0.15,0.81,0.96
collectivement,ADV,,,0.22,0.74,0.96
effrontément,ADV,,,0.22,0.74,0.96
meilleur,ADV,,,0.82,0.14,0.96
moyennement,ADV,,,0.42,0.54,0.96
à croupetons,ADV,,,0.01,0.95,0.96
étourdiment,ADV,,,0.01,0.95,0.96
ingénument,ADV,,,0.0,0.95,0.95
malaisément,ADV,,,0.0,0.95,0.95
vade retro,ADV,,,0.26,0.68,0.94
largo,ADV,,,0.94,0.0,0.94
oralement,ADV,,,0.2,0.74,0.94
physio,ADV,,,0.94,0.0,0.94
sainement,ADV,,,0.47,0.47,0.94
en tapinois,ADV,,,0.25,0.68,0.93
a fortiori,ADV,,,0.04,0.88,0.92
fâcheusement,ADV,,,0.03,0.88,0.91
intuitivement,ADV,,,0.17,0.74,0.91
anti,ADV,,,0.09,0.81,0.9
suprêmement,ADV,,,0.09,0.81,0.9
bassement,ADV,,,0.35,0.54,0.89
continûment,ADV,,,0.01,0.88,0.89
spasmodiquement,ADV,,,0.01,0.88,0.89
chimiquement,ADV,,,0.54,0.34,0.88
diamétralement,ADV,,,0.14,0.74,0.88
héroïquement,ADV,,,0.14,0.74,0.88
parcimonieusement,ADV,,,0.0,0.88,0.88
peureusement,ADV,,,0.0,0.88,0.88
artistiquement,ADV,,,0.26,0.61,0.87
bis,ADV,,,0.26,0.61,0.87
nenni,ADV,,,0.52,0.34,0.86
infra,ADV,,,0.59,0.27,0.86
occasionnellement,ADV,,,0.59,0.27,0.86
stratégiquement,ADV,,,0.3,0.54,0.84
voracement,ADV,,,0.03,0.81,0.84
capricieusement,ADV,,,0.1,0.74,0.84
gras,ADV,,,0.37,0.47,0.84
imparfaitement,ADV,,,0.02,0.81,0.83
malicieusement,ADV,,,0.02,0.81,0.83
ortho,ADV,,,0.56,0.27,0.83
indignement,ADV,,,0.28,0.54,0.82
semblablement,ADV,,,0.01,0.81,0.82
sensuellement,ADV,,,0.28,0.54,0.82
ipso facto,ADV,,,0.21,0.61,0.82
rationnellement,ADV,,,0.41,0.41,0.82
artistement,ADV,,,0.0,0.81,0.81
benoîtement,ADV,,,0.0,0.81,0.81
lugubrement,ADV,,,0.0,0.81,0.81
moderato,ADV,,,0.0,0.81,0.81
plaintivement,ADV,,,0.0,0.81,0.81
tranquillos,ADV,,,0.0,0.81,0.81
à l'envi,ADV,,,0.2,0.61,0.81
à_rebrousse-poil,ADV,,,0.0,0.81,0.81
biologiquement,ADV,,,0.46,0.34,0.8
couci-couça,ADV,,,0.6,0.2,0.8
fifty-fifty,ADV,,,0.66,0.14,0.8
macache,ADV,,,0.06,0.74,0.8
niaisement,ADV,,,0.11,0.68,0.79
sacro,ADV,,,0.11,0.68,0.79
civilement,ADV,,,0.04,0.74,0.78
confidentiellement,ADV,,,0.37,0.41,0.78
diversement,ADV,,,0.04,0.74,0.78
judicieusement,ADV,,,0.17,0.61,0.78
notablement,ADV,,,0.04,0.74,0.78
notoirement,ADV,,,0.17,0.61,0.78
bénévolement,ADV,,,0.23,0.54,0.77
philosophiquement,ADV,,,0.09,0.68,0.77
ci-après,ADV,,,0.15,0.61,0.76
jusque,ADV,,,0.62,0.14,0.76
organiquement,ADV,,,0.02,0.74,0.76
réglementairement,ADV,,,0.15,0.61,0.76
immuablement,ADV,,,0.01,0.74,0.75
opportunément,ADV,,,0.07,0.68,0.75
affirmativement,ADV,,,0.0,0.74,0.74
ci-dessous,ADV,,,0.13,0.61,0.74
cyniquement,ADV,,,0.0,0.74,0.74
durablement,ADV,,,0.0,0.74,0.74
fichtrement,ADV,,,0.27,0.47,0.74
inépuisablement,ADV,,,0.0,0.74,0.74
mûrement,ADV,,,0.4,0.34,0.74
passagèrement,ADV,,,0.0,0.74,0.74
volubilement,ADV,,,0.0,0.74,0.74
mordicus,ADV,,,0.19,0.54,0.73
outre-atlantique,ADV,,,0.04,0.68,0.72
authentiquement,ADV,,,0.17,0.54,0.71
insuffisamment,ADV,,,0.03,0.68,0.71
sporadiquement,ADV,,,0.17,0.54,0.71
perfidement,ADV,,,0.1,0.61,0.71
lestement,ADV,,,0.02,0.68,0.7
lucidement,ADV,,,0.02,0.68,0.7
abominablement,ADV,,,0.01,0.68,0.69
haineusement,ADV,,,0.01,0.68,0.69
malignement,ADV,,,0.01,0.68,0.69
encor,ADV,,,0.42,0.27,0.69
mathématiquement,ADV,,,0.35,0.34,0.69
bellement,ADV,,,0.14,0.54,0.68
muettement,ADV,,,0.0,0.68,0.68
musico,ADV,,,0.0,0.68,0.68
obligeamment,ADV,,,0.0,0.68,0.68
dramatiquement,ADV,,,0.27,0.41,0.68
irrévocablement,ADV,,,0.21,0.47,0.68
électriquement,ADV,,,0.21,0.47,0.68
mondialement,ADV,,,0.53,0.14,0.67
scandaleusement,ADV,,,0.26,0.41,0.67
universellement,ADV,,,0.26,0.41,0.67
céans,ADV,,,0.32,0.34,0.66
insupportablement,ADV,,,0.25,0.41,0.66
maladivement,ADV,,,0.45,0.2,0.65
égoïstement,ADV,,,0.24,0.41,0.65
dérisoirement,ADV,,,0.1,0.54,0.64
odieusement,ADV,,,0.03,0.61,0.64
pitoyablement,ADV,,,0.17,0.47,0.64
roi,ADV,,,0.56,0.07,0.63
en loucedé,ADV,,,0.16,0.47,0.63
sine qua non,ADV,,,0.16,0.47,0.63
laconiquement,ADV,,,0.01,0.61,0.62
schématiquement,ADV,,,0.01,0.61,0.62
suavement,ADV,,,0.01,0.61,0.62
virilement,ADV,,,0.01,0.61,0.62
magistralement,ADV,,,0.07,0.54,0.61
mexico,ADV,,,0.54,0.07,0.61
charnellement,ADV,,,0.0,0.61,0.61
idiotement,ADV,,,0.0,0.61,0.61
infatigablement,ADV,,,0.0,0.61,0.61
providentiellement,ADV,,,0.0,0.61,0.61
péremptoirement,ADV,,,0.0,0.61,0.61
ric et rac,ADV,,,0.0,0.61,0.61
épaissement,ADV,,,0.0,0.61,0.61
hispano,ADV,,,0.06,0.54,0.6
supra,ADV,,,0.26,0.34,0.6
métaphoriquement,ADV,,,0.51,0.07,0.58
nonobstant,ADV,,,0.04,0.54,0.58
allegro,ADV,,,0.11,0.47,0.58
indo,ADV,,,0.03,0.54,0.57
musicalement,ADV,,,0.3,0.27,0.57
géographiquement,ADV,,,0.1,0.47,0.57
nommément,ADV,,,0.1,0.47,0.57
anonymement,ADV,,,0.42,0.14,0.56
ergo,ADV,,,0.22,0.34,0.56
mytho,ADV,,,0.36,0.2,0.56
primitivement,ADV,,,0.02,0.54,0.56
ras,ADV,,,0.56,0.0,0.56
audacieusement,ADV,,,0.09,0.47,0.56
chastement,ADV,,,0.01,0.54,0.55
indissolublement,ADV,,,0.01,0.54,0.55
molto,ADV,,,0.28,0.27,0.55
paternellement,ADV,,,0.01,0.54,0.55
quatrièmement,ADV,,,0.41,0.14,0.55
épais,ADV,,,0.08,0.47,0.55
al dente,ADV,,,0.4,0.14,0.54
balto,ADV,,,0.0,0.54,0.54
bourgeoisement,ADV,,,0.0,0.54,0.54
doctement,ADV,,,0.0,0.54,0.54
florès,ADV,,,0.0,0.54,0.54
fugacement,ADV,,,0.0,0.54,0.54
gloutonnement,ADV,,,0.0,0.54,0.54
identiquement,ADV,,,0.0,0.54,0.54
in extenso,ADV,,,0.0,0.54,0.54
indolemment,ADV,,,0.0,0.54,0.54
jovialement,ADV,,,0.0,0.54,0.54
maternellement,ADV,,,0.0,0.54,0.54
pâlement,ADV,,,0.0,0.54,0.54
chirurgicalement,ADV,,,0.33,0.2,0.53
frais,ADV,,,0.33,0.2,0.53
incurablement,ADV,,,0.12,0.41,0.53
amoroso,ADV,,,0.45,0.07,0.52
fougueusement,ADV,,,0.05,0.47,0.52
enfantinement,ADV,,,0.1,0.41,0.51
fortuitement,ADV,,,0.17,0.34,0.51
monotonement,ADV,,,0.1,0.41,0.51
physiologiquement,ADV,,,0.24,0.27,0.51
pico,ADV,,,0.31,0.2,0.51
poétiquement,ADV,,,0.04,0.47,0.51
ric-rac,ADV,,,0.04,0.47,0.51
unilatéralement,ADV,,,0.1,0.41,0.51
vilainement,ADV,,,0.04,0.47,0.51
affectivement,ADV,,,0.3,0.2,0.5
bric et de broc,ADV,,,0.03,0.47,0.5
gaîment,ADV,,,0.03,0.47,0.5
tutti frutti,ADV,,,0.09,0.41,0.5
géométriquement,ADV,,,0.08,0.41,0.49
irréversiblement,ADV,,,0.15,0.34,0.49
langoureusement,ADV,,,0.02,0.47,0.49
malhonnêtement,ADV,,,0.22,0.27,0.49
nuitamment,ADV,,,0.02,0.47,0.49
servilement,ADV,,,0.02,0.47,0.49
théâtralement,ADV,,,0.02,0.47,0.49
post mortem,ADV,,,0.28,0.2,0.48
charitablement,ADV,,,0.01,0.47,0.48
fortissimo,ADV,,,0.01,0.47,0.48
inconsidérément,ADV,,,0.07,0.41,0.48
indiciblement,ADV,,,0.01,0.47,0.48
omni,ADV,,,0.21,0.27,0.48
succinctement,ADV,,,0.07,0.41,0.48
adorablement,ADV,,,0.2,0.27,0.47
arrogamment,ADV,,,0.0,0.47,0.47
candidement,ADV,,,0.0,0.47,0.47
dévotement,ADV,,,0.0,0.47,0.47
ignominieusement,ADV,,,0.0,0.47,0.47
incompréhensiblement,ADV,,,0.0,0.47,0.47
indiscrètement,ADV,,,0.0,0.47,0.47
ingénieusement,ADV,,,0.06,0.41,0.47
laidement,ADV,,,0.0,0.47,0.47
libéralement,ADV,,,0.0,0.47,0.47
lointainement,ADV,,,0.0,0.47,0.47
prosaïquement,ADV,,,0.0,0.47,0.47
précairement,ADV,,,0.0,0.47,0.47
superficiellement,ADV,,,0.06,0.41,0.47
uniment,ADV,,,0.0,0.47,0.47
énigmatiquement,ADV,,,0.0,0.47,0.47
visuellement,ADV,,,0.32,0.14,0.46
astucieusement,ADV,,,0.05,0.41,0.46
censément,ADV,,,0.05,0.41,0.46
pathétiquement,ADV,,,0.05,0.41,0.46
diaboliquement,ADV,,,0.11,0.34,0.45
démocratiquement,ADV,,,0.18,0.27,0.45
mêmement,ADV,,,0.1,0.34,0.44
politico,ADV,,,0.17,0.27,0.44
forte,ADV,,,0.3,0.14,0.44
conséquemment,ADV,,,0.03,0.41,0.44
directos,ADV,,,0.03,0.41,0.44
cavalièrement,ADV,,,0.09,0.34,0.43
commercialement,ADV,,,0.16,0.27,0.43
honoris causa,ADV,,,0.16,0.27,0.43
originellement,ADV,,,0.09,0.34,0.43
subséquemment,ADV,,,0.23,0.2,0.43
proportionnellement,ADV,,,0.08,0.34,0.42
sub,ADV,,,0.22,0.2,0.42
déplorablement,ADV,,,0.01,0.41,0.42
impétueusement,ADV,,,0.01,0.41,0.42
intrinsèquement,ADV,,,0.35,0.07,0.42
invisiblement,ADV,,,0.01,0.41,0.42
obsessionnellement,ADV,,,0.01,0.41,0.42
passé,ADV,,,0.01,0.41,0.42
redoutablement,ADV,,,0.01,0.41,0.42
croa-croa,ADV,,,0.0,0.41,0.41
fantastiquement,ADV,,,0.07,0.34,0.41
impulsivement,ADV,,,0.07,0.34,0.41
juridiquement,ADV,,,0.14,0.27,0.41
naturlich,ADV,,,0.27,0.14,0.41
possiblement,ADV,,,0.21,0.2,0.41
concurremment,ADV,,,0.0,0.41,0.41
coquettement,ADV,,,0.0,0.41,0.41
directo,ADV,,,0.0,0.41,0.41
doucettement,ADV,,,0.0,0.41,0.41
hic et nunc,ADV,,,0.0,0.41,0.41
indéfectiblement,ADV,,,0.0,0.41,0.41
primordialement,ADV,,,0.0,0.41,0.41
ecce homo,ADV,,,0.2,0.2,0.4
impudemment,ADV,,,0.13,0.27,0.4
parce que,ADV,,,0.13,0.27,0.4
éloquemment,ADV,,,0.05,0.34,0.39
impartialement,ADV,,,0.04,0.34,0.38
sinon,ADV,,,0.11,0.27,0.38
spectaculairement,ADV,,,0.04,0.34,0.38
alea jacta est,ADV,,,0.3,0.07,0.37
chronologiquement,ADV,,,0.1,0.27,0.37
hideusement,ADV,,,0.03,0.34,0.37
idéologiquement,ADV,,,0.1,0.27,0.37
lumineusement,ADV,,,0.1,0.27,0.37
fanatiquement,ADV,,,0.02,0.34,0.36
barca,ADV,,,0.16,0.2,0.36
culturellement,ADV,,,0.36,0.0,0.36
manu militari,ADV,,,0.16,0.2,0.36
romantiquement,ADV,,,0.09,0.27,0.36
à fortiori,ADV,,,0.16,0.2,0.36
démonstrativement,ADV,,,0.01,0.34,0.35
inconfortablement,ADV,,,0.01,0.34,0.35
inhumainement,ADV,,,0.01,0.34,0.35
languissamment,ADV,,,0.01,0.34,0.35
rasibus,ADV,,,0.01,0.34,0.35
véhémentement,ADV,,,0.01,0.34,0.35
tutti quanti,ADV,,,0.15,0.2,0.35
abstraitement,ADV,,,0.0,0.34,0.34
corrélativement,ADV,,,0.0,0.34,0.34
dito,ADV,,,0.0,0.34,0.34
déterminément,ADV,,,0.0,0.34,0.34
facétieusement,ADV,,,0.0,0.34,0.34
fastueusement,ADV,,,0.0,0.34,0.34
insatiablement,ADV,,,0.0,0.34,0.34
inébranlablement,ADV,,,0.14,0.2,0.34
méditativement,ADV,,,0.0,0.34,0.34
profond,ADV,,,0.27,0.07,0.34
préventivement,ADV,,,0.0,0.34,0.34
roidement,ADV,,,0.0,0.34,0.34
sine die,ADV,,,0.0,0.34,0.34
sordidement,ADV,,,0.14,0.2,0.34
superstitieusement,ADV,,,0.0,0.34,0.34
vicieusement,ADV,,,0.07,0.27,0.34
ahi,ADV,,,0.06,0.27,0.33
chrétiennement,ADV,,,0.13,0.2,0.33
diligemment,ADV,,,0.05,0.27,0.32
pianissimo,ADV,,,0.12,0.2,0.32
platoniquement,ADV,,,0.05,0.27,0.32
tactiquement,ADV,,,0.25,0.07,0.32
implacablement,ADV,,,0.11,0.2,0.31
inhabituellement,ADV,,,0.11,0.2,0.31
lisiblement,ADV,,,0.11,0.2,0.31
milieu,ADV,,,0.11,0.2,0.31
princièrement,ADV,,,0.11,0.2,0.31
substantiellement,ADV,,,0.04,0.27,0.31
chouïa,ADV,,,0.03,0.27,0.3
cinquièmement,ADV,,,0.16,0.14,0.3
hypothétiquement,ADV,,,0.23,0.07,0.3
hystériquement,ADV,,,0.03,0.27,0.3
milli,ADV,,,0.16,0.14,0.3
postérieurement,ADV,,,0.03,0.27,0.3
ad patres,ADV,,,0.02,0.27,0.29
anatomiquement,ADV,,,0.09,0.2,0.29
annuellement,ADV,,,0.15,0.14,0.29
gréco,ADV,,,0.15,0.14,0.29
lascivement,ADV,,,0.02,0.27,0.29
numériquement,ADV,,,0.09,0.2,0.29
opiniâtrement,ADV,,,0.02,0.27,0.29
grammaticalement,ADV,,,0.14,0.14,0.28
inclusivement,ADV,,,0.01,0.27,0.28
indécemment,ADV,,,0.01,0.27,0.28
intensivement,ADV,,,0.14,0.14,0.28
nano,ADV,,,0.14,0.14,0.28
obscènement,ADV,,,0.01,0.27,0.28
splendidement,ADV,,,0.21,0.07,0.28
trompeusement,ADV,,,0.01,0.27,0.28
tyranniquement,ADV,,,0.14,0.14,0.28
urbi et orbi,ADV,,,0.01,0.27,0.28
a contrario,ADV,,,0.0,0.27,0.27
a giorno,ADV,,,0.0,0.27,0.27
ab ovo,ADV,,,0.0,0.27,0.27
alertement,ADV,,,0.0,0.27,0.27
allegretto,ADV,,,0.0,0.27,0.27
animalement,ADV,,,0.0,0.27,0.27
bienheureusement,ADV,,,0.0,0.27,0.27
féeriquement,ADV,,,0.0,0.27,0.27
imbécilement,ADV,,,0.0,0.27,0.27
immoralement,ADV,,,0.27,0.0,0.27
intarissablement,ADV,,,0.0,0.27,0.27
jeunement,ADV,,,0.0,0.27,0.27
maigrement,ADV,,,0.0,0.27,0.27
maniaquement,ADV,,,0.0,0.27,0.27
maussadement,ADV,,,0.0,0.27,0.27
mauvaisement,ADV,,,0.0,0.27,0.27
moelleusement,ADV,,,0.0,0.27,0.27
moqueusement,ADV,,,0.0,0.27,0.27
narquoisement,ADV,,,0.0,0.27,0.27
outre-rhin,ADV,,,0.0,0.27,0.27
révérencieusement,ADV,,,0.0,0.27,0.27
secondairement,ADV,,,0.0,0.27,0.27
souterrainement,ADV,,,0.0,0.27,0.27
souventes fois,ADV,,,0.0,0.27,0.27
stoïquement,ADV,,,0.0,0.27,0.27
studieusement,ADV,,,0.0,0.27,0.27
témérairement,ADV,,,0.0,0.27,0.27
valablement,ADV,,,0.0,0.27,0.27
vertueusement,ADV,,,0.0,0.27,0.27
épatamment,ADV,,,0.0,0.27,0.27
a posteriori,ADV,,,0.05,0.21,0.26
comparativement,ADV,,,0.19,0.07,0.26
hypo,ADV,,,0.19,0.07,0.26
plue,ADV,,,0.26,0.0,0.26
est-ce,ADV,,,0.05,0.2,0.25
à son encontre,ADV,,,0.05,0.2,0.25
agitato,ADV,,,0.17,0.07,0.24
allusivement,ADV,,,0.1,0.14,0.24
crédié,ADV,,,0.04,0.2,0.24
diplomatiquement,ADV,,,0.04,0.2,0.24
génialement,ADV,,,0.04,0.2,0.24
hydro,ADV,,,0.17,0.07,0.24
mystiquement,ADV,,,0.04,0.2,0.24
brut,ADV,,,0.03,0.2,0.23
de facto,ADV,,,0.16,0.07,0.23
excellemment,ADV,,,0.16,0.07,0.23
foutument,ADV,,,0.03,0.2,0.23
incontinent,ADV,,,0.03,0.2,0.23
irréfutablement,ADV,,,0.03,0.2,0.23
maritalement,ADV,,,0.03,0.2,0.23
socio,ADV,,,0.09,0.14,0.23
syro,ADV,,,0.03,0.2,0.23
pathologiquement,ADV,,,0.08,0.14,0.22
chao,ADV,,,0.15,0.07,0.22
intolérablement,ADV,,,0.02,0.2,0.22
patri,ADV,,,0.15,0.07,0.22
quinto,ADV,,,0.22,0.0,0.22
rythmiquement,ADV,,,0.02,0.2,0.22
alphabétiquement,ADV,,,0.14,0.07,0.21
